County,Cases,Hospitalizations,Deaths,Date,State,Abbr,FIPS
Lexington,5,0,0,2020-05-10,Virginia,VA,51678
Lynchburg,69,6,1,2020-05-10,Virginia,VA,51680
Manassas City,428,42,3,2020-05-10,Virginia,VA,51683
Manassas Park,135,13,2,2020-05-10,Virginia,VA,51685
Martinsville,2,1,0,2020-05-10,Virginia,VA,51690
Newport News,164,36,10,2020-05-10,Virginia,VA,51700
Norfolk,308,50,5,2020-05-10,Virginia,VA,51710
Norton,2,2,0,2020-05-10,Virginia,VA,51720
Petersburg,48,17,2,2020-05-10,Virginia,VA,51730
Poquoson,7,2,0,2020-05-10,Virginia,VA,51735
Portsmouth,208,38,8,2020-05-10,Virginia,VA,51740
Radford,3,0,0,2020-05-10,Virginia,VA,51750
Richmond City,546,92,18,2020-05-10,Virginia,VA,51760
Roanoke City,106,7,1,2020-05-10,Virginia,VA,51770
Salem,32,4,0,2020-05-10,Virginia,VA,51775
Staunton,18,0,0,2020-05-10,Virginia,VA,51790
Suffolk,216,39,19,2020-05-10,Virginia,VA,51800
Virginia Beach,505,85,17,2020-05-10,Virginia,VA,51810
Waynesboro,21,1,0,2020-05-10,Virginia,VA,51820
Williamsburg,42,9,3,2020-05-10,Virginia,VA,51830
Winchester,66,2,0,2020-05-10,Virginia,VA,51840
Accomack,508,23,7,2020-05-09,Virginia,VA,51001
Albemarle,120,16,4,2020-05-09,Virginia,VA,51003
Alleghany,6,4,0,2020-05-09,Virginia,VA,51005
Amelia,17,7,1,2020-05-09,Virginia,VA,51007
Amherst,15,2,0,2020-05-09,Virginia,VA,51009
Appomattox,22,1,0,2020-05-09,Virginia,VA,51011
Arlington,1368,260,61,2020-05-09,Virginia,VA,51013
Augusta,64,2,1,2020-05-09,Virginia,VA,51015
Bath,0,0,0,2020-05-09,Virginia,VA,51017
Bedford,38,1,1,2020-05-09,Virginia,VA,51019
Bland,0,0,0,2020-05-09,Virginia,VA,51021
Botetourt,29,9,3,2020-05-09,Virginia,VA,51023
Brunswick,18,4,0,2020-05-09,Virginia,VA,51025
Buchanan,16,0,0,2020-05-09,Virginia,VA,51027
Buckingham,246,10,1,2020-05-09,Virginia,VA,51029
Campbell,13,3,0,2020-05-09,Virginia,VA,51031
Caroline,38,5,2,2020-05-09,Virginia,VA,51033
Carroll,33,2,0,2020-05-09,Virginia,VA,51035
Charles City,21,8,1,2020-05-09,Virginia,VA,51036
Charlotte,11,2,0,2020-05-09,Virginia,VA,51037
Chesterfield,787,64,26,2020-05-09,Virginia,VA,51041
Clarke,16,2,0,2020-05-09,Virginia,VA,51043
Craig,4,0,0,2020-05-09,Virginia,VA,51045
Culpeper,264,22,5,2020-05-09,Virginia,VA,51047
Cumberland,13,2,0,2020-05-09,Virginia,VA,51049
Dickenson,0,0,0,2020-05-09,Virginia,VA,51051
Dinwiddie,27,7,0,2020-05-09,Virginia,VA,51053
Essex,23,3,0,2020-05-09,Virginia,VA,51057
Fairfax,5892,923,239,2020-05-09,Virginia,VA,51059
Fauquier,172,14,4,2020-05-09,Virginia,VA,51061
Floyd,3,1,0,2020-05-09,Virginia,VA,51063
Fluvanna,79,21,6,2020-05-09,Virginia,VA,51065
Franklin County,27,3,0,2020-05-09,Virginia,VA,51067
Frederick,164,14,2,2020-05-09,Virginia,VA,51069
Giles,8,0,0,2020-05-09,Virginia,VA,51071
Gloucester,27,7,1,2020-05-09,Virginia,VA,51073
Goochland,81,13,5,2020-05-09,Virginia,VA,51075
Grayson,12,1,0,2020-05-09,Virginia,VA,51077
Greene,15,2,1,2020-05-09,Virginia,VA,51079
Greensville,46,13,7,2020-05-09,Virginia,VA,51081
Halifax,22,2,0,2020-05-09,Virginia,VA,51083
Hanover,170,39,16,2020-05-09,Virginia,VA,51085
Henrico,1067,152,109,2020-05-09,Virginia,VA,51087
Henry,22,4,1,2020-05-09,Virginia,VA,51089
Highland,2,0,0,2020-05-09,Virginia,VA,51091
Isle of Wight,110,10,3,2020-05-09,Virginia,VA,51093
James City,173,52,15,2020-05-09,Virginia,VA,51095
King and Queen,5,1,0,2020-05-09,Virginia,VA,51097
King George,41,13,4,2020-05-09,Virginia,VA,51099
King William,11,2,1,2020-05-09,Virginia,VA,51101
Lancaster,6,1,0,2020-05-09,Virginia,VA,51103
Lee,10,1,0,2020-05-09,Virginia,VA,51105
Loudoun,1159,115,30,2020-05-09,Virginia,VA,51107
Louisa,55,9,0,2020-05-09,Virginia,VA,51109
Lunenburg,6,0,0,2020-05-09,Virginia,VA,51111
Madison,21,2,1,2020-05-09,Virginia,VA,51113
Mathews,5,1,0,2020-05-09,Virginia,VA,51115
Mecklenburg,122,23,10,2020-05-09,Virginia,VA,51117
Middlesex,10,1,0,2020-05-09,Virginia,VA,51119
Montgomery,65,9,1,2020-05-09,Virginia,VA,51121
Nelson,10,0,0,2020-05-09,Virginia,VA,51125
New Kent,26,5,1,2020-05-09,Virginia,VA,51127
Northampton,163,9,5,2020-05-09,Virginia,VA,51131
Northumberland,10,0,1,2020-05-09,Virginia,VA,51133
Nottoway,14,1,0,2020-05-09,Virginia,VA,51135
Orange,46,3,0,2020-05-09,Virginia,VA,51137
Page,128,13,12,2020-05-09,Virginia,VA,51139
Patrick,4,0,0,2020-05-09,Virginia,VA,51141
Pittsylvania,17,8,1,2020-05-09,Virginia,VA,51143
Powhatan,18,0,0,2020-05-09,Virginia,VA,51145
Prince Edward,66,7,2,2020-05-09,Virginia,VA,51147
Prince George,44,5,0,2020-05-09,Virginia,VA,51149
Prince William,2740,265,48,2020-05-09,Virginia,VA,51153
Pulaski,9,2,0,2020-05-09,Virginia,VA,51155
Rappahannock,8,0,0,2020-05-09,Virginia,VA,51157
Richmond County,189,7,3,2020-05-09,Virginia,VA,51159
Roanoke County,62,2,0,2020-05-09,Virginia,VA,51161
Rockbridge,9,0,0,2020-05-09,Virginia,VA,51163
Rockingham,344,22,2,2020-05-09,Virginia,VA,51165
Russell,6,2,0,2020-05-09,Virginia,VA,51167
Scott,7,2,2,2020-05-09,Virginia,VA,51169
Shenandoah,245,22,6,2020-05-09,Virginia,VA,51171
Smyth,13,4,0,2020-05-09,Virginia,VA,51173
Southampton,131,3,1,2020-05-09,Virginia,VA,51175
Spotsylvania,248,28,4,2020-05-09,Virginia,VA,51177
Stafford,374,57,2,2020-05-09,Virginia,VA,51179
Surry,5,1,1,2020-05-09,Virginia,VA,51181
Sussex,33,4,1,2020-05-09,Virginia,VA,51183
Tazewell,7,0,0,2020-05-09,Virginia,VA,51185
Warren,85,9,1,2020-05-09,Virginia,VA,51187
Washington,49,8,3,2020-05-09,Virginia,VA,51191
Westmoreland,38,5,0,2020-05-09,Virginia,VA,51193
Wise,22,9,1,2020-05-09,Virginia,VA,51195
Wythe,13,1,1,2020-05-09,Virginia,VA,51197
York,56,8,2,2020-05-09,Virginia,VA,51199
Alexandria,1193,139,30,2020-05-09,Virginia,VA,51510
Bristol,3,0,0,2020-05-09,Virginia,VA,51520
Buena Vista City,8,0,0,2020-05-09,Virginia,VA,51530
Charlottesville,66,14,2,2020-05-09,Virginia,VA,51540
Chesapeake,328,68,9,2020-05-09,Virginia,VA,51550
Colonial Heights,66,2,6,2020-05-09,Virginia,VA,51570
Covington,1,0,0,2020-05-09,Virginia,VA,51580
Danville,38,13,1,2020-05-09,Virginia,VA,51590
Emporia,48,9,3,2020-05-09,Virginia,VA,51595
Fairfax City,39,6,3,2020-05-09,Virginia,VA,51600
Falls Church,37,9,4,2020-05-09,Virginia,VA,51610
Franklin City,26,3,1,2020-05-09,Virginia,VA,51620
Fredericksburg,61,13,0,2020-05-09,Virginia,VA,51630
Galax,45,1,0,2020-05-09,Virginia,VA,51640
Hampton,144,29,3,2020-05-09,Virginia,VA,51650
Harrisonburg,579,35,21,2020-05-09,Virginia,VA,51660
Hopewell,37,11,0,2020-05-09,Virginia,VA,51670
Lexington,4,0,0,2020-05-09,Virginia,VA,51678
Lynchburg,68,6,1,2020-05-09,Virginia,VA,51680
Manassas City,381,40,2,2020-05-09,Virginia,VA,51683
Manassas Park,120,13,2,2020-05-09,Virginia,VA,51685
Martinsville,2,1,0,2020-05-09,Virginia,VA,51690
Newport News,159,36,10,2020-05-09,Virginia,VA,51700
Norfolk,304,50,5,2020-05-09,Virginia,VA,51710
Norton,2,2,0,2020-05-09,Virginia,VA,51720
Petersburg,45,16,2,2020-05-09,Virginia,VA,51730
Poquoson,7,2,0,2020-05-09,Virginia,VA,51735
Portsmouth,202,38,8,2020-05-09,Virginia,VA,51740
Radford,3,0,0,2020-05-09,Virginia,VA,51750
Richmond City,530,90,18,2020-05-09,Virginia,VA,51760
Roanoke City,93,6,1,2020-05-09,Virginia,VA,51770
Salem,31,4,0,2020-05-09,Virginia,VA,51775
Staunton,15,0,0,2020-05-09,Virginia,VA,51790
Suffolk,215,39,19,2020-05-09,Virginia,VA,51800
Virginia Beach,491,85,17,2020-05-09,Virginia,VA,51810
Waynesboro,21,1,0,2020-05-09,Virginia,VA,51820
Williamsburg,39,8,2,2020-05-09,Virginia,VA,51830
Winchester,66,2,0,2020-05-09,Virginia,VA,51840
Accomack,496,23,7,2020-05-08,Virginia,VA,51001
Albemarle,119,16,4,2020-05-08,Virginia,VA,51003
Alleghany,6,4,0,2020-05-08,Virginia,VA,51005
Amelia,17,7,1,2020-05-08,Virginia,VA,51007
Amherst,15,2,0,2020-05-08,Virginia,VA,51009
Appomattox,22,1,0,2020-05-08,Virginia,VA,51011
Arlington,1332,260,60,2020-05-08,Virginia,VA,51013
Augusta,64,2,1,2020-05-08,Virginia,VA,51015
Bath,0,0,0,2020-05-08,Virginia,VA,51017
Bedford,38,1,1,2020-05-08,Virginia,VA,51019
Bland,0,0,0,2020-05-08,Virginia,VA,51021
Botetourt,29,9,3,2020-05-08,Virginia,VA,51023
Brunswick,17,4,0,2020-05-08,Virginia,VA,51025
Buchanan,16,0,0,2020-05-08,Virginia,VA,51027
Buckingham,246,10,1,2020-05-08,Virginia,VA,51029
Campbell,13,3,0,2020-05-08,Virginia,VA,51031
Caroline,38,5,2,2020-05-08,Virginia,VA,51033
Carroll,28,2,0,2020-05-08,Virginia,VA,51035
Charles City,21,8,1,2020-05-08,Virginia,VA,51036
Charlotte,12,2,0,2020-05-08,Virginia,VA,51037
Chesterfield,765,64,26,2020-05-08,Virginia,VA,51041
Clarke,16,2,0,2020-05-08,Virginia,VA,51043
Craig,4,0,0,2020-05-08,Virginia,VA,51045
Culpeper,253,20,5,2020-05-08,Virginia,VA,51047
Cumberland,13,2,0,2020-05-08,Virginia,VA,51049
Dickenson,0,0,0,2020-05-08,Virginia,VA,51051
Dinwiddie,25,7,0,2020-05-08,Virginia,VA,51053
Essex,22,3,0,2020-05-08,Virginia,VA,51057
Fairfax,5610,902,230,2020-05-08,Virginia,VA,51059
Fauquier,168,13,4,2020-05-08,Virginia,VA,51061
Floyd,3,1,0,2020-05-08,Virginia,VA,51063
Fluvanna,79,21,6,2020-05-08,Virginia,VA,51065
Franklin County,26,3,0,2020-05-08,Virginia,VA,51067
Frederick,162,14,2,2020-05-08,Virginia,VA,51069
Giles,8,0,0,2020-05-08,Virginia,VA,51071
Gloucester,27,7,1,2020-05-08,Virginia,VA,51073
Goochland,81,13,5,2020-05-08,Virginia,VA,51075
Grayson,5,0,0,2020-05-08,Virginia,VA,51077
Greene,14,2,1,2020-05-08,Virginia,VA,51079
Greensville,44,13,7,2020-05-08,Virginia,VA,51081
Halifax,22,1,0,2020-05-08,Virginia,VA,51083
Hanover,163,39,16,2020-05-08,Virginia,VA,51085
Henrico,1054,150,109,2020-05-08,Virginia,VA,51087
Henry,22,4,1,2020-05-08,Virginia,VA,51089
Highland,2,0,0,2020-05-08,Virginia,VA,51091
Isle of Wight,108,10,3,2020-05-08,Virginia,VA,51093
James City,169,52,15,2020-05-08,Virginia,VA,51095
King and Queen,5,1,0,2020-05-08,Virginia,VA,51097
King George,38,13,4,2020-05-08,Virginia,VA,51099
King William,11,2,1,2020-05-08,Virginia,VA,51101
Lancaster,6,1,0,2020-05-08,Virginia,VA,51103
Lee,10,1,0,2020-05-08,Virginia,VA,51105
Loudoun,1127,109,30,2020-05-08,Virginia,VA,51107
Louisa,55,9,0,2020-05-08,Virginia,VA,51109
Lunenburg,6,0,0,2020-05-08,Virginia,VA,51111
Madison,20,2,1,2020-05-08,Virginia,VA,51113
Mathews,5,1,0,2020-05-08,Virginia,VA,51115
Mecklenburg,118,23,10,2020-05-08,Virginia,VA,51117
Middlesex,10,1,0,2020-05-08,Virginia,VA,51119
Montgomery,64,9,1,2020-05-08,Virginia,VA,51121
Nelson,10,0,0,2020-05-08,Virginia,VA,51125
New Kent,26,5,1,2020-05-08,Virginia,VA,51127
Northampton,159,9,5,2020-05-08,Virginia,VA,51131
Northumberland,9,0,1,2020-05-08,Virginia,VA,51133
Nottoway,14,1,0,2020-05-08,Virginia,VA,51135
Orange,44,3,0,2020-05-08,Virginia,VA,51137
Page,128,13,12,2020-05-08,Virginia,VA,51139
Patrick,4,0,0,2020-05-08,Virginia,VA,51141
Pittsylvania,17,8,1,2020-05-08,Virginia,VA,51143
Powhatan,18,0,0,2020-05-08,Virginia,VA,51145
Prince Edward,66,7,2,2020-05-08,Virginia,VA,51147
Prince George,42,4,0,2020-05-08,Virginia,VA,51149
Prince William,2548,258,47,2020-05-08,Virginia,VA,51153
Pulaski,9,2,0,2020-05-08,Virginia,VA,51155
Rappahannock,7,0,0,2020-05-08,Virginia,VA,51157
Richmond County,188,7,3,2020-05-08,Virginia,VA,51159
Roanoke County,62,2,0,2020-05-08,Virginia,VA,51161
Rockbridge,9,0,0,2020-05-08,Virginia,VA,51163
Rockingham,339,22,1,2020-05-08,Virginia,VA,51165
Russell,6,2,0,2020-05-08,Virginia,VA,51167
Scott,7,2,2,2020-05-08,Virginia,VA,51169
Shenandoah,242,22,6,2020-05-08,Virginia,VA,51171
Smyth,13,4,0,2020-05-08,Virginia,VA,51173
Southampton,131,3,1,2020-05-08,Virginia,VA,51175
Spotsylvania,239,28,4,2020-05-08,Virginia,VA,51177
Stafford,354,56,2,2020-05-08,Virginia,VA,51179
Surry,5,1,1,2020-05-08,Virginia,VA,51181
Sussex,32,3,1,2020-05-08,Virginia,VA,51183
Tazewell,6,0,0,2020-05-08,Virginia,VA,51185
Warren,82,9,1,2020-05-08,Virginia,VA,51187
Washington,42,8,3,2020-05-08,Virginia,VA,51191
Westmoreland,37,5,0,2020-05-08,Virginia,VA,51193
Wise,22,9,1,2020-05-08,Virginia,VA,51195
Wythe,13,1,1,2020-05-08,Virginia,VA,51197
York,55,8,2,2020-05-08,Virginia,VA,51199
Alexandria,1142,139,30,2020-05-08,Virginia,VA,51510
Bristol,2,0,0,2020-05-08,Virginia,VA,51520
Buena Vista City,8,0,0,2020-05-08,Virginia,VA,51530
Charlottesville,66,14,2,2020-05-08,Virginia,VA,51540
Chesapeake,325,68,9,2020-05-08,Virginia,VA,51550
Colonial Heights,65,2,6,2020-05-08,Virginia,VA,51570
Covington,1,0,0,2020-05-08,Virginia,VA,51580
Danville,39,13,1,2020-05-08,Virginia,VA,51590
Emporia,47,9,3,2020-05-08,Virginia,VA,51595
Fairfax City,39,6,3,2020-05-08,Virginia,VA,51600
Falls Church,37,9,4,2020-05-08,Virginia,VA,51610
Franklin City,25,3,1,2020-05-08,Virginia,VA,51620
Fredericksburg,58,12,0,2020-05-08,Virginia,VA,51630
Galax,34,1,0,2020-05-08,Virginia,VA,51640
Hampton,138,29,3,2020-05-08,Virginia,VA,51650
Harrisonburg,578,35,21,2020-05-08,Virginia,VA,51660
Hopewell,33,11,0,2020-05-08,Virginia,VA,51670
Lexington,4,0,0,2020-05-08,Virginia,VA,51678
Lynchburg,68,6,1,2020-05-08,Virginia,VA,51680
Manassas City,358,40,2,2020-05-08,Virginia,VA,51683
Manassas Park,116,13,2,2020-05-08,Virginia,VA,51685
Martinsville,2,1,0,2020-05-08,Virginia,VA,51690
Newport News,152,36,10,2020-05-08,Virginia,VA,51700
Norfolk,290,50,5,2020-05-08,Virginia,VA,51710
Norton,2,2,0,2020-05-08,Virginia,VA,51720
Petersburg,41,15,2,2020-05-08,Virginia,VA,51730
Poquoson,7,2,0,2020-05-08,Virginia,VA,51735
Portsmouth,202,38,8,2020-05-08,Virginia,VA,51740
Radford,3,0,0,2020-05-08,Virginia,VA,51750
Richmond City,512,89,18,2020-05-08,Virginia,VA,51760
Roanoke City,93,6,1,2020-05-08,Virginia,VA,51770
Salem,31,4,0,2020-05-08,Virginia,VA,51775
Staunton,15,0,0,2020-05-08,Virginia,VA,51790
Suffolk,215,39,19,2020-05-08,Virginia,VA,51800
Virginia Beach,478,85,17,2020-05-08,Virginia,VA,51810
Waynesboro,21,1,0,2020-05-08,Virginia,VA,51820
Williamsburg,31,8,2,2020-05-08,Virginia,VA,51830
Winchester,64,2,0,2020-05-08,Virginia,VA,51840
Accomack,463,22,7,2020-05-07,Virginia,VA,51001
Albemarle,116,16,4,2020-05-07,Virginia,VA,51003
Alleghany,6,4,0,2020-05-07,Virginia,VA,51005
Amelia,17,7,1,2020-05-07,Virginia,VA,51007
Amherst,15,1,0,2020-05-07,Virginia,VA,51009
Appomattox,21,1,0,2020-05-07,Virginia,VA,51011
Arlington,1281,227,57,2020-05-07,Virginia,VA,51013
Augusta,55,2,1,2020-05-07,Virginia,VA,51015
Bath,0,0,0,2020-05-07,Virginia,VA,51017
Bedford,37,1,1,2020-05-07,Virginia,VA,51019
Bland,0,0,0,2020-05-07,Virginia,VA,51021
Botetourt,30,9,3,2020-05-07,Virginia,VA,51023
Brunswick,17,4,0,2020-05-07,Virginia,VA,51025
Buchanan,16,0,0,2020-05-07,Virginia,VA,51027
Buckingham,225,10,1,2020-05-07,Virginia,VA,51029
Campbell,13,3,0,2020-05-07,Virginia,VA,51031
Caroline,37,5,1,2020-05-07,Virginia,VA,51033
Carroll,26,2,0,2020-05-07,Virginia,VA,51035
Charles City,19,7,1,2020-05-07,Virginia,VA,51036
Charlotte,11,2,0,2020-05-07,Virginia,VA,51037
Chesterfield,741,62,26,2020-05-07,Virginia,VA,51041
Clarke,16,2,0,2020-05-07,Virginia,VA,51043
Craig,4,0,0,2020-05-07,Virginia,VA,51045
Culpeper,239,20,4,2020-05-07,Virginia,VA,51047
Cumberland,13,2,0,2020-05-07,Virginia,VA,51049
Dickenson,0,0,0,2020-05-07,Virginia,VA,51051
Dinwiddie,25,7,0,2020-05-07,Virginia,VA,51053
Essex,18,3,0,2020-05-07,Virginia,VA,51057
Fairfax,5338,881,227,2020-05-07,Virginia,VA,51059
Fauquier,153,13,4,2020-05-07,Virginia,VA,51061
Floyd,3,1,0,2020-05-07,Virginia,VA,51063
Fluvanna,78,21,6,2020-05-07,Virginia,VA,51065
Franklin County,25,3,0,2020-05-07,Virginia,VA,51067
Frederick,150,13,2,2020-05-07,Virginia,VA,51069
Giles,4,0,0,2020-05-07,Virginia,VA,51071
Gloucester,27,7,1,2020-05-07,Virginia,VA,51073
Goochland,81,12,5,2020-05-07,Virginia,VA,51075
Grayson,5,0,0,2020-05-07,Virginia,VA,51077
Greene,14,2,1,2020-05-07,Virginia,VA,51079
Greensville,44,13,7,2020-05-07,Virginia,VA,51081
Halifax,20,1,0,2020-05-07,Virginia,VA,51083
Hanover,155,38,15,2020-05-07,Virginia,VA,51085
Henrico,1032,148,110,2020-05-07,Virginia,VA,51087
Henry,21,3,1,2020-05-07,Virginia,VA,51089
Highland,2,0,0,2020-05-07,Virginia,VA,51091
Isle of Wight,105,10,3,2020-05-07,Virginia,VA,51093
James City,170,52,15,2020-05-07,Virginia,VA,51095
King and Queen,4,1,0,2020-05-07,Virginia,VA,51097
King George,38,13,4,2020-05-07,Virginia,VA,51099
King William,11,2,1,2020-05-07,Virginia,VA,51101
Lancaster,6,1,0,2020-05-07,Virginia,VA,51103
Lee,10,1,0,2020-05-07,Virginia,VA,51105
Loudoun,1070,109,29,2020-05-07,Virginia,VA,51107
Louisa,53,9,0,2020-05-07,Virginia,VA,51109
Lunenburg,5,0,0,2020-05-07,Virginia,VA,51111
Madison,20,2,1,2020-05-07,Virginia,VA,51113
Mathews,4,1,0,2020-05-07,Virginia,VA,51115
Mecklenburg,111,22,10,2020-05-07,Virginia,VA,51117
Middlesex,10,1,0,2020-05-07,Virginia,VA,51119
Montgomery,61,9,1,2020-05-07,Virginia,VA,51121
Nelson,10,0,0,2020-05-07,Virginia,VA,51125
New Kent,26,5,1,2020-05-07,Virginia,VA,51127
Northampton,149,9,5,2020-05-07,Virginia,VA,51131
Northumberland,9,0,1,2020-05-07,Virginia,VA,51133
Nottoway,14,1,0,2020-05-07,Virginia,VA,51135
Orange,43,3,0,2020-05-07,Virginia,VA,51137
Page,123,13,11,2020-05-07,Virginia,VA,51139
Patrick,4,0,0,2020-05-07,Virginia,VA,51141
Pittsylvania,17,8,1,2020-05-07,Virginia,VA,51143
Powhatan,18,0,0,2020-05-07,Virginia,VA,51145
Prince Edward,65,6,2,2020-05-07,Virginia,VA,51147
Prince George,42,4,0,2020-05-07,Virginia,VA,51149
Prince William,2474,255,46,2020-05-07,Virginia,VA,51153
Pulaski,9,2,0,2020-05-07,Virginia,VA,51155
Rappahannock,6,0,0,2020-05-07,Virginia,VA,51157
Richmond County,187,7,3,2020-05-07,Virginia,VA,51159
Roanoke County,62,2,0,2020-05-07,Virginia,VA,51161
Rockbridge,8,0,0,2020-05-07,Virginia,VA,51163
Rockingham,320,21,1,2020-05-07,Virginia,VA,51165
Russell,6,2,0,2020-05-07,Virginia,VA,51167
Scott,7,2,2,2020-05-07,Virginia,VA,51169
Shenandoah,236,18,4,2020-05-07,Virginia,VA,51171
Smyth,13,4,0,2020-05-07,Virginia,VA,51173
Southampton,129,3,1,2020-05-07,Virginia,VA,51175
Spotsylvania,233,27,4,2020-05-07,Virginia,VA,51177
Stafford,344,55,2,2020-05-07,Virginia,VA,51179
Surry,4,1,1,2020-05-07,Virginia,VA,51181
Sussex,32,3,1,2020-05-07,Virginia,VA,51183
Tazewell,6,0,0,2020-05-07,Virginia,VA,51185
Warren,78,7,0,2020-05-07,Virginia,VA,51187
Washington,42,8,3,2020-05-07,Virginia,VA,51191
Westmoreland,35,5,0,2020-05-07,Virginia,VA,51193
Wise,22,9,1,2020-05-07,Virginia,VA,51195
Wythe,12,1,1,2020-05-07,Virginia,VA,51197
York,55,8,2,2020-05-07,Virginia,VA,51199
Alexandria,1110,129,29,2020-05-07,Virginia,VA,51510
Bristol,2,0,0,2020-05-07,Virginia,VA,51520
Buena Vista City,8,0,0,2020-05-07,Virginia,VA,51530
Charlottesville,66,13,2,2020-05-07,Virginia,VA,51540
Chesapeake,316,68,9,2020-05-07,Virginia,VA,51550
Colonial Heights,65,2,6,2020-05-07,Virginia,VA,51570
Covington,0,0,0,2020-05-07,Virginia,VA,51580
Danville,39,13,1,2020-05-07,Virginia,VA,51590
Emporia,47,9,3,2020-05-07,Virginia,VA,51595
Fairfax City,39,6,3,2020-05-07,Virginia,VA,51600
Falls Church,37,9,4,2020-05-07,Virginia,VA,51610
Franklin City,23,2,1,2020-05-07,Virginia,VA,51620
Fredericksburg,55,11,0,2020-05-07,Virginia,VA,51630
Galax,33,1,0,2020-05-07,Virginia,VA,51640
Hampton,135,28,3,2020-05-07,Virginia,VA,51650
Harrisonburg,574,33,21,2020-05-07,Virginia,VA,51660
Hopewell,33,11,0,2020-05-07,Virginia,VA,51670
Lexington,5,0,0,2020-05-07,Virginia,VA,51678
Lynchburg,68,6,1,2020-05-07,Virginia,VA,51680
Manassas City,355,40,2,2020-05-07,Virginia,VA,51683
Manassas Park,114,12,2,2020-05-07,Virginia,VA,51685
Martinsville,2,1,0,2020-05-07,Virginia,VA,51690
Newport News,144,35,10,2020-05-07,Virginia,VA,51700
Norfolk,274,50,5,2020-05-07,Virginia,VA,51710
Norton,2,2,0,2020-05-07,Virginia,VA,51720
Petersburg,41,15,2,2020-05-07,Virginia,VA,51730
Poquoson,7,2,0,2020-05-07,Virginia,VA,51735
Portsmouth,194,37,8,2020-05-07,Virginia,VA,51740
Radford,3,0,0,2020-05-07,Virginia,VA,51750
Richmond City,494,85,18,2020-05-07,Virginia,VA,51760
Roanoke City,91,6,1,2020-05-07,Virginia,VA,51770
Salem,30,2,0,2020-05-07,Virginia,VA,51775
Staunton,15,0,0,2020-05-07,Virginia,VA,51790
Suffolk,209,39,19,2020-05-07,Virginia,VA,51800
Virginia Beach,469,84,17,2020-05-07,Virginia,VA,51810
Waynesboro,20,1,0,2020-05-07,Virginia,VA,51820
Williamsburg,31,8,2,2020-05-07,Virginia,VA,51830
Winchester,61,2,0,2020-05-07,Virginia,VA,51840
Accomack,463,22,7,2020-05-06,Virginia,VA,51001
Albemarle,112,16,4,2020-05-06,Virginia,VA,51003
Alleghany,6,4,0,2020-05-06,Virginia,VA,51005
Amelia,17,7,1,2020-05-06,Virginia,VA,51007
Amherst,15,1,0,2020-05-06,Virginia,VA,51009
Appomattox,21,1,0,2020-05-06,Virginia,VA,51011
Arlington,1248,222,52,2020-05-06,Virginia,VA,51013
Augusta,55,2,1,2020-05-06,Virginia,VA,51015
Bath,0,0,0,2020-05-06,Virginia,VA,51017
Bedford,37,1,1,2020-05-06,Virginia,VA,51019
Bland,0,0,0,2020-05-06,Virginia,VA,51021
Botetourt,29,9,3,2020-05-06,Virginia,VA,51023
Brunswick,16,3,0,2020-05-06,Virginia,VA,51025
Buchanan,16,0,0,2020-05-06,Virginia,VA,51027
Buckingham,225,10,0,2020-05-06,Virginia,VA,51029
Campbell,13,2,0,2020-05-06,Virginia,VA,51031
Caroline,36,5,1,2020-05-06,Virginia,VA,51033
Carroll,25,2,0,2020-05-06,Virginia,VA,51035
Charles City,17,7,1,2020-05-06,Virginia,VA,51036
Charlotte,11,2,0,2020-05-06,Virginia,VA,51037
Chesterfield,707,59,26,2020-05-06,Virginia,VA,51041
Clarke,16,2,0,2020-05-06,Virginia,VA,51043
Craig,4,0,0,2020-05-06,Virginia,VA,51045
Culpeper,217,18,4,2020-05-06,Virginia,VA,51047
Cumberland,12,1,0,2020-05-06,Virginia,VA,51049
Dickenson,0,0,0,2020-05-06,Virginia,VA,51051
Dinwiddie,25,7,0,2020-05-06,Virginia,VA,51053
Essex,18,3,0,2020-05-06,Virginia,VA,51057
Fairfax,5045,832,211,2020-05-06,Virginia,VA,51059
Fauquier,149,13,4,2020-05-06,Virginia,VA,51061
Floyd,3,1,0,2020-05-06,Virginia,VA,51063
Fluvanna,78,20,6,2020-05-06,Virginia,VA,51065
Franklin County,24,3,0,2020-05-06,Virginia,VA,51067
Frederick,147,13,1,2020-05-06,Virginia,VA,51069
Giles,4,0,0,2020-05-06,Virginia,VA,51071
Gloucester,27,7,1,2020-05-06,Virginia,VA,51073
Goochland,81,12,5,2020-05-06,Virginia,VA,51075
Grayson,5,0,0,2020-05-06,Virginia,VA,51077
Greene,13,2,1,2020-05-06,Virginia,VA,51079
Greensville,44,13,7,2020-05-06,Virginia,VA,51081
Halifax,19,1,0,2020-05-06,Virginia,VA,51083
Hanover,154,38,15,2020-05-06,Virginia,VA,51085
Henrico,1025,146,109,2020-05-06,Virginia,VA,51087
Henry,20,3,1,2020-05-06,Virginia,VA,51089
Highland,2,0,0,2020-05-06,Virginia,VA,51091
Isle of Wight,103,10,3,2020-05-06,Virginia,VA,51093
James City,167,52,15,2020-05-06,Virginia,VA,51095
King and Queen,4,1,0,2020-05-06,Virginia,VA,51097
King George,38,13,4,2020-05-06,Virginia,VA,51099
King William,11,1,1,2020-05-06,Virginia,VA,51101
Lancaster,6,1,0,2020-05-06,Virginia,VA,51103
Lee,10,1,0,2020-05-06,Virginia,VA,51105
