Report Date,FIPS,Locality,VDH Health District,Total Cases,Hospitalizations,Deaths
4/28/2020,51089,Henry,West Piedmont,16,2,1
4/28/2020,51091,Highland,Central Shenandoah,2,0,0
4/28/2020,51093,Isle of Wight,Western Tidewater,96,9,2
4/28/2020,51095,James City,Peninsula,155,51,12
4/28/2020,51097,King and Queen,Three Rivers,2,0,0
4/28/2020,51099,King George,Rappahannock,30,12,4
4/28/2020,51101,King William,Three Rivers,5,1,0
4/28/2020,51103,Lancaster,Three Rivers,1,1,0
4/28/2020,51105,Lee,Lenowisco,9,1,0
4/28/2020,51107,Loudoun,Loudoun,688,84,12
4/28/2020,51109,Louisa,Thomas Jefferson,41,9,0
4/28/2020,51111,Lunenburg,Piedmont,4,0,0
4/28/2020,51113,Madison,Rappahannock Rapidan,14,1,0
4/28/2020,51115,Mathews,Three Rivers,4,1,0
4/28/2020,51117,Mecklenburg,Southside,100,19,9
4/28/2020,51119,Middlesex,Three Rivers,4,0,0
4/28/2020,51121,Montgomery,New River,54,6,1
4/28/2020,51125,Nelson,Thomas Jefferson,7,0,0
4/28/2020,51127,New Kent,Chickahominy,21,4,1
4/28/2020,51131,Northampton,Eastern Shore,35,3,0
4/28/2020,51133,Northumberland,Three Rivers,8,0,0
4/28/2020,51135,Nottoway,Piedmont,11,0,0
4/28/2020,51137,Orange,Rappahannock Rapidan,27,3,0
4/28/2020,51139,Page,Lord Fairfax,89,10,0
4/28/2020,51141,Patrick,West Piedmont,2,0,0
4/28/2020,51143,Pittsylvania,Pittsylvania-Danville,11,5,1
4/28/2020,51145,Powhatan,Chesterfield,11,0,0
4/28/2020,51147,Prince Edward,Piedmont,41,3,2
4/28/2020,51149,Prince George,Crater,31,4,0
4/28/2020,51153,Prince William,Prince William,1449,147,20
4/28/2020,51155,Pulaski,New River,9,2,0
4/28/2020,51157,Rappahannock,Rappahannock Rapidan,3,0,0
4/28/2020,51159,Richmond County,Three Rivers,141,4,0
4/28/2020,51161,Roanoke County,Alleghany,41,1,0
4/28/2020,51163,Rockbridge,Central Shenandoah,5,0,0
4/28/2020,51165,Rockingham,Central Shenandoah,216,14,1
4/28/2020,51167,Russell,Cumberland Plateau,3,1,0
4/28/2020,51169,Scott,Lenowisco,7,1,1
4/28/2020,51171,Shenandoah,Lord Fairfax,79,10,2
4/28/2020,51173,Smyth,Mount Rogers,13,4,0
4/28/2020,51175,Southampton,Western Tidewater,115,3,1
4/28/2020,51177,Spotsylvania,Rappahannock,126,23,3
4/28/2020,51179,Stafford,Rappahannock,221,43,2
4/28/2020,51181,Surry,Crater,4,1,1
4/28/2020,51183,Sussex,Crater,30,3,1
4/28/2020,51185,Tazewell,Cumberland Plateau,5,0,0
4/28/2020,51187,Warren,Lord Fairfax,47,3,0
4/28/2020,51191,Washington,Mount Rogers,34,8,3
4/28/2020,51193,Westmoreland,Three Rivers,21,2,0
4/28/2020,51195,Wise,Lenowisco,22,9,1
4/28/2020,51197,Wythe,Mount Rogers,11,1,1
4/28/2020,51199,York,Peninsula,45,6,1
4/28/2020,51510,Alexandria,Alexandria,653,82,20
4/28/2020,51520,Bristol,Mount Rogers,1,0,0
4/28/2020,51530,Buena Vista City,Central Shenandoah,5,0,0
4/28/2020,51540,Charlottesville,Thomas Jefferson,51,13,2
4/28/2020,51550,Chesapeake,Chesapeake,220,50,6
4/28/2020,51570,Colonial Heights,Chesterfield,47,0,4
4/28/2020,51580,Covington,Alleghany,1,0,0
4/28/2020,51590,Danville,Pittsylvania-Danville,33,13,1
4/28/2020,51595,Emporia,Crater,20,7,2
4/28/2020,51600,Fairfax City,Fairfax,27,4,2
4/28/2020,51610,Falls Church,Fairfax,26,3,2
4/28/2020,51620,Franklin City,Western Tidewater,18,1,0
4/28/2020,51630,Fredericksburg,Rappahannock,27,6,0
4/28/2020,51640,Galax,Mount Rogers,4,1,0
4/28/2020,51650,Hampton,Hampton,108,28,1
4/28/2020,51660,Harrisonburg,Central Shenandoah,406,25,9
4/28/2020,51670,Hopewell,Crater,24,8,0
4/28/2020,51678,Lexington,Central Shenandoah,3,0,0
4/28/2020,51680,Lynchburg,Central Virginia,51,5,1
4/28/2020,51683,Manassas City,Prince William,175,28,2
4/28/2020,51685,Manassas Park,Prince William,53,8,1
4/28/2020,51690,Martinsville,West Piedmont,2,0,0
4/28/2020,51700,Newport News,Peninsula,112,33,7
4/28/2020,51710,Norfolk,Norfolk,188,38,3
4/28/2020,51720,Norton,Lenowisco,2,2,0
4/28/2020,51730,Petersburg,Crater,30,13,2
4/28/2020,51735,Poquoson,Peninsula,6,2,0
4/28/2020,51740,Portsmouth,Portsmouth,149,32,5
4/28/2020,51750,Radford,New River,3,0,0
4/28/2020,51760,Richmond City,Richmond,312,60,14
4/28/2020,51770,Roanoke City,Roanoke,35,5,0
4/28/2020,51775,Salem,Alleghany,12,1,0
4/28/2020,51790,Staunton,Central Shenandoah,11,0,0
4/28/2020,51800,Suffolk,Western Tidewater,152,32,8
4/28/2020,51810,Virginia Beach,Virginia Beach,359,76,12
4/28/2020,51820,Waynesboro,Central Shenandoah,11,1,0
4/28/2020,51830,Williamsburg,Peninsula,18,6,1
4/28/2020,51840,Winchester,Lord Fairfax,36,1,0
4/27/2020,51001,Accomack,Eastern Shore,195,17,3
4/27/2020,51003,Albemarle,Thomas Jefferson,77,14,3
4/27/2020,51005,Alleghany,Alleghany,5,4,0
4/27/2020,51007,Amelia,Piedmont,15,6,1
4/27/2020,51009,Amherst,Central Virginia,9,1,0
4/27/2020,51011,Appomattox,Central Virginia,17,0,0
4/27/2020,51013,Arlington,Arlington,836,144,32
4/27/2020,51015,Augusta,Central Shenandoah,36,2,1
4/27/2020,51017,Bath,Central Shenandoah,0,0,0
4/27/2020,51019,Bedford,Central Virginia,25,1,0
4/27/2020,51021,Bland,Mount Rogers,0,0,0
4/27/2020,51023,Botetourt,Alleghany,27,9,3
4/27/2020,51025,Brunswick,Southside,14,3,0
4/27/2020,51027,Buchanan,Cumberland Plateau,14,0,0
4/27/2020,51029,Buckingham,Piedmont,45,6,0
4/27/2020,51031,Campbell,Central Virginia,11,0,0
4/27/2020,51033,Caroline,Rappahannock,21,4,0
4/27/2020,51035,Carroll,Mount Rogers,4,1,0
4/27/2020,51036,Charles City,Chickahominy,13,5,1
4/27/2020,51037,Charlotte,Piedmont,7,1,0
4/27/2020,51041,Chesterfield,Chesterfield,457,39,18
4/27/2020,51043,Clarke,Lord Fairfax,7,1,0
4/27/2020,51045,Craig,Alleghany,2,0,0
4/27/2020,51047,Culpeper,Rappahannock Rapidan,113,10,2
4/27/2020,51049,Cumberland,Piedmont,10,1,0
4/27/2020,51051,Dickenson,Cumberland Plateau,0,0,0
4/27/2020,51053,Dinwiddie,Crater,15,6,0
4/27/2020,51057,Essex,Three Rivers,6,1,0
4/27/2020,51059,Fairfax,Fairfax,3002,522,100
4/27/2020,51061,Fauquier,Rappahannock Rapidan,96,8,2
4/27/2020,51063,Floyd,New River,1,0,0
4/27/2020,51065,Fluvanna,Thomas Jefferson,73,19,5
4/27/2020,51067,Franklin County,West Piedmont,19,3,0
4/27/2020,51069,Frederick,Lord Fairfax,95,11,0
4/27/2020,51071,Giles,New River,4,0,0
4/27/2020,51073,Gloucester,Three Rivers,22,4,1
4/27/2020,51075,Goochland,Chickahominy,72,9,3
4/27/2020,51077,Grayson,Mount Rogers,0,0,0
4/27/2020,51079,Greene,Thomas Jefferson,10,2,1
4/27/2020,51081,Greensville,Crater,36,9,6
4/27/2020,51083,Halifax,Southside,17,1,0
4/27/2020,51085,Hanover,Chickahominy,108,25,7
4/27/2020,51087,Henrico,Henrico,817,116,89
4/27/2020,51089,Henry,West Piedmont,15,2,1
4/27/2020,51091,Highland,Central Shenandoah,1,0,0
4/27/2020,51093,Isle of Wight,Western Tidewater,93,9,2
4/27/2020,51095,James City,Peninsula,154,51,12
4/27/2020,51097,King and Queen,Three Rivers,2,0,0
4/27/2020,51099,King George,Rappahannock,28,12,4
4/27/2020,51101,King William,Three Rivers,5,1,0
4/27/2020,51103,Lancaster,Three Rivers,1,1,0
4/27/2020,51105,Lee,Lenowisco,8,1,0
4/27/2020,51107,Loudoun,Loudoun,628,78,12
4/27/2020,51109,Louisa,Thomas Jefferson,41,9,0
4/27/2020,51111,Lunenburg,Piedmont,4,0,0
4/27/2020,51113,Madison,Rappahannock Rapidan,14,1,0
4/27/2020,51115,Mathews,Three Rivers,4,1,0
4/27/2020,51117,Mecklenburg,Southside,98,19,9
4/27/2020,51119,Middlesex,Three Rivers,4,0,0
4/27/2020,51121,Montgomery,New River,54,6,1
4/27/2020,51125,Nelson,Thomas Jefferson,7,0,0
4/27/2020,51127,New Kent,Chickahominy,20,4,1
4/27/2020,51131,Northampton,Eastern Shore,28,3,0
4/27/2020,51133,Northumberland,Three Rivers,8,0,0
4/27/2020,51135,Nottoway,Piedmont,11,0,0
4/27/2020,51137,Orange,Rappahannock Rapidan,26,3,0
4/27/2020,51139,Page,Lord Fairfax,87,9,0
4/27/2020,51141,Patrick,West Piedmont,2,0,0
4/27/2020,51143,Pittsylvania,Pittsylvania-Danville,11,5,1
4/27/2020,51145,Powhatan,Chesterfield,11,0,0
4/27/2020,51147,Prince Edward,Piedmont,41,3,2
4/27/2020,51149,Prince George,Crater,31,4,0
4/27/2020,51153,Prince William,Prince William,1353,137,20
4/27/2020,51155,Pulaski,New River,9,2,0
4/27/2020,51157,Rappahannock,Rappahannock Rapidan,1,0,0
4/27/2020,51159,Richmond County,Three Rivers,132,4,0
4/27/2020,51161,Roanoke County,Alleghany,41,1,0
4/27/2020,51163,Rockbridge,Central Shenandoah,5,0,0
4/27/2020,51165,Rockingham,Central Shenandoah,193,14,1
4/27/2020,51167,Russell,Cumberland Plateau,3,1,0
4/27/2020,51169,Scott,Lenowisco,6,1,1
4/27/2020,51171,Shenandoah,Lord Fairfax,78,10,2
4/27/2020,51173,Smyth,Mount Rogers,13,4,0
4/27/2020,51175,Southampton,Western Tidewater,115,3,1
4/27/2020,51177,Spotsylvania,Rappahannock,119,23,3
4/27/2020,51179,Stafford,Rappahannock,218,42,2
4/27/2020,51181,Surry,Crater,4,1,1
4/27/2020,51183,Sussex,Crater,30,3,1
4/27/2020,51185,Tazewell,Cumberland Plateau,5,0,0
4/27/2020,51187,Warren,Lord Fairfax,44,3,0
4/27/2020,51191,Washington,Mount Rogers,34,8,3
4/27/2020,51193,Westmoreland,Three Rivers,20,2,0
4/27/2020,51195,Wise,Lenowisco,21,9,1
4/27/2020,51197,Wythe,Mount Rogers,11,1,1
4/27/2020,51199,York,Peninsula,44,6,1
4/27/2020,51510,Alexandria,Alexandria,627,79,18
4/27/2020,51520,Bristol,Mount Rogers,1,0,0
4/27/2020,51530,Buena Vista City,Central Shenandoah,5,0,0
4/27/2020,51540,Charlottesville,Thomas Jefferson,50,13,2
4/27/2020,51550,Chesapeake,Chesapeake,214,45,6
4/27/2020,51570,Colonial Heights,Chesterfield,45,0,3
4/27/2020,51580,Covington,Alleghany,1,0,0
4/27/2020,51590,Danville,Pittsylvania-Danville,33,13,1
4/27/2020,51595,Emporia,Crater,20,7,2
4/27/2020,51600,Fairfax City,Fairfax,27,4,2
4/27/2020,51610,Falls Church,Fairfax,26,3,2
4/27/2020,51620,Franklin City,Western Tidewater,16,0,0
4/27/2020,51630,Fredericksburg,Rappahannock,24,6,0
4/27/2020,51640,Galax,Mount Rogers,3,1,0
4/27/2020,51650,Hampton,Hampton,108,28,1
4/27/2020,51660,Harrisonburg,Central Shenandoah,383,25,9
4/27/2020,51670,Hopewell,Crater,24,8,0
4/27/2020,51678,Lexington,Central Shenandoah,3,0,0
4/27/2020,51680,Lynchburg,Central Virginia,51,5,1
4/27/2020,51683,Manassas City,Prince William,165,26,2
4/27/2020,51685,Manassas Park,Prince William,50,8,1
4/27/2020,51690,Martinsville,West Piedmont,0,0,0
4/27/2020,51700,Newport News,Peninsula,112,33,7
4/27/2020,51710,Norfolk,Norfolk,184,36,3
4/27/2020,51720,Norton,Lenowisco,2,2,0
4/27/2020,51730,Petersburg,Crater,30,13,2
4/27/2020,51735,Poquoson,Peninsula,6,2,0
4/27/2020,51740,Portsmouth,Portsmouth,114,32,5
4/27/2020,51750,Radford,New River,3,0,0
4/27/2020,51760,Richmond City,Richmond,304,59,14
4/27/2020,51770,Roanoke City,Roanoke,33,5,0
4/27/2020,51775,Salem,Alleghany,11,0,0
4/27/2020,51790,Staunton,Central Shenandoah,10,0,0
4/27/2020,51800,Suffolk,Western Tidewater,147,31,5
4/27/2020,51810,Virginia Beach,Virginia Beach,355,72,10
4/27/2020,51820,Waynesboro,Central Shenandoah,11,1,0
4/27/2020,51830,Williamsburg,Peninsula,15,6,1
4/27/2020,51840,Winchester,Lord Fairfax,33,1,0
4/26/2020,51001,Accomack,Eastern Shore,187,17,3
4/26/2020,51003,Albemarle,Thomas Jefferson,76,13,3
4/26/2020,51005,Alleghany,Alleghany,5,4,0
4/26/2020,51007,Amelia,Piedmont,15,6,1
4/26/2020,51009,Amherst,Central Virginia,9,1,0
4/26/2020,51011,Appomattox,Central Virginia,17,0,0
4/26/2020,51013,Arlington,Arlington,790,141,32
4/26/2020,51015,Augusta,Central Shenandoah,36,2,1
4/26/2020,51017,Bath,Central Shenandoah,0,0,0
4/26/2020,51019,Bedford,Central Virginia,24,1,0
4/26/2020,51021,Bland,Mount Rogers,0,0,0
4/26/2020,51023,Botetourt,Alleghany,27,9,3
4/26/2020,51025,Brunswick,Southside,14,3,0
4/26/2020,51027,Buchanan,Cumberland Plateau,13,0,0
4/26/2020,51029,Buckingham,Piedmont,35,6,0
4/26/2020,51031,Campbell,Central Virginia,11,0,0
4/26/2020,51033,Caroline,Rappahannock,21,4,0
4/26/2020,51035,Carroll,Mount Rogers,3,1,0
4/26/2020,51036,Charles City,Chickahominy,13,5,1
4/26/2020,51037,Charlotte,Piedmont,7,1,0
4/26/2020,51041,Chesterfield,Chesterfield,457,39,18
4/26/2020,51043,Clarke,Lord Fairfax,7,1,0
4/26/2020,51045,Craig,Alleghany,2,0,0
4/26/2020,51047,Culpeper,Rappahannock Rapidan,103,10,1
4/26/2020,51049,Cumberland,Piedmont,10,1,0
4/26/2020,51051,Dickenson,Cumberland Plateau,0,0,0
4/26/2020,51053,Dinwiddie,Crater,14,6,0
4/26/2020,51057,Essex,Three Rivers,6,1,0
4/26/2020,51059,Fairfax,Fairfax,2889,509,95
4/26/2020,51061,Fauquier,Rappahannock Rapidan,87,7,2
4/26/2020,51063,Floyd,New River,1,0,0
4/26/2020,51065,Fluvanna,Thomas Jefferson,72,13,5
4/26/2020,51067,Franklin County,West Piedmont,19,3,0
4/26/2020,51069,Frederick,Lord Fairfax,93,11,0
4/26/2020,51071,Giles,New River,4,0,0
4/26/2020,51073,Gloucester,Three Rivers,22,4,1
4/26/2020,51075,Goochland,Chickahominy,70,9,3
4/26/2020,51077,Grayson,Mount Rogers,0,0,0
4/26/2020,51079,Greene,Thomas Jefferson,10,2,1
4/26/2020,51081,Greensville,Crater,30,8,5
4/26/2020,51083,Halifax,Southside,17,1,0
4/26/2020,51085,Hanover,Chickahominy,105,25,7
4/26/2020,51087,Henrico,Henrico,792,116,89
4/26/2020,51089,Henry,West Piedmont,14,2,1
4/26/2020,51091,Highland,Central Shenandoah,1,0,0
4/26/2020,51093,Isle of Wight,Western Tidewater,93,9,2
4/26/2020,51095,James City,Peninsula,153,51,12
4/26/2020,51097,King and Queen,Three Rivers,2,0,0
4/26/2020,51099,King George,Rappahannock,27,12,4
4/26/2020,51101,King William,Three Rivers,5,1,0
4/26/2020,51103,Lancaster,Three Rivers,1,1,0
4/26/2020,51105,Lee,Lenowisco,8,1,0
4/26/2020,51107,Loudoun,Loudoun,596,76,11
4/26/2020,51109,Louisa,Thomas Jefferson,40,9,0
4/26/2020,51111,Lunenburg,Piedmont,4,0,0
4/26/2020,51113,Madison,Rappahannock Rapidan,14,1,0
4/26/2020,51115,Mathews,Three Rivers,4,1,0
4/26/2020,51117,Mecklenburg,Southside,94,19,9
4/26/2020,51119,Middlesex,Three Rivers,4,0,0
4/26/2020,51121,Montgomery,New River,51,6,1
4/26/2020,51125,Nelson,Thomas Jefferson,7,0,0
4/26/2020,51127,New Kent,Chickahominy,20,4,1
4/26/2020,51131,Northampton,Eastern Shore,24,1,0
4/26/2020,51133,Northumberland,Three Rivers,8,0,0
4/26/2020,51135,Nottoway,Piedmont,11,0,0
4/26/2020,51137,Orange,Rappahannock Rapidan,26,3,0
4/26/2020,51139,Page,Lord Fairfax,84,9,0
4/26/2020,51141,Patrick,West Piedmont,2,0,0
4/26/2020,51143,Pittsylvania,Pittsylvania-Danville,11,4,1
4/26/2020,51145,Powhatan,Chesterfield,11,0,0
4/26/2020,51147,Prince Edward,Piedmont,41,3,2
4/26/2020,51149,Prince George,Crater,30,4,0
4/26/2020,51153,Prince William,Prince William,1265,124,19
4/26/2020,51155,Pulaski,New River,10,2,0
4/26/2020,51157,Rappahannock,Rappahannock Rapidan,2,0,0
4/26/2020,51159,Richmond County,Three Rivers,89,4,0
4/26/2020,51161,Roanoke County,Alleghany,39,1,0
4/26/2020,51163,Rockbridge,Central Shenandoah,5,0,0
4/26/2020,51165,Rockingham,Central Shenandoah,184,14,1
4/26/2020,51167,Russell,Cumberland Plateau,3,1,0
4/26/2020,51169,Scott,Lenowisco,6,1,1
4/26/2020,51171,Shenandoah,Lord Fairfax,74,10,1
4/26/2020,51173,Smyth,Mount Rogers,13,4,0
4/26/2020,51175,Southampton,Western Tidewater,115,3,1
4/26/2020,51177,Spotsylvania,Rappahannock,107,23,3
4/26/2020,51179,Stafford,Rappahannock,213,42,2
4/26/2020,51181,Surry,Crater,4,1,1
4/26/2020,51183,Sussex,Crater,28,3,1
4/26/2020,51185,Tazewell,Cumberland Plateau,4,0,0
4/26/2020,51187,Warren,Lord Fairfax,43,3,0
4/26/2020,51191,Washington,Mount Rogers,34,8,3
4/26/2020,51193,Westmoreland,Three Rivers,20,2,0
4/26/2020,51195,Wise,Lenowisco,20,9,1
4/26/2020,51197,Wythe,Mount Rogers,11,1,1
4/26/2020,51199,York,Peninsula,44,6,1
4/26/2020,51510,Alexandria,Alexandria,591,80,19
4/26/2020,51520,Bristol,Mount Rogers,1,0,0
4/26/2020,51530,Buena Vista City,Central Shenandoah,5,0,0
4/26/2020,51540,Charlottesville,Thomas Jefferson,49,13,2
4/26/2020,51550,Chesapeake,Chesapeake,208,45,6
4/26/2020,51570,Colonial Heights,Chesterfield,45,0,3
4/26/2020,51580,Covington,Alleghany,1,0,0
4/26/2020,51590,Danville,Pittsylvania-Danville,33,13,1
4/26/2020,51595,Emporia,Crater,18,7,2
4/26/2020,51600,Fairfax City,Fairfax,26,4,2
4/26/2020,51610,Falls Church,Fairfax,26,3,2
4/26/2020,51620,Franklin City,Western Tidewater,16,0,0
4/26/2020,51630,Fredericksburg,Rappahannock,23,6,0
4/26/2020,51640,Galax,Mount Rogers,4,1,0
4/26/2020,51650,Hampton,Hampton,104,28,1
4/26/2020,51660,Harrisonburg,Central Shenandoah,371,24,9
4/26/2020,51670,Hopewell,Crater,22,7,0
4/26/2020,51678,Lexington,Central Shenandoah,3,0,0
4/26/2020,51680,Lynchburg,Central Virginia,50,5,1
4/26/2020,51683,Manassas City,Prince William,158,25,2
4/26/2020,51685,Manassas Park,Prince William,45,6,1
4/26/2020,51690,Martinsville,West Piedmont,0,0,0
4/26/2020,51700,Newport News,Peninsula,111,32,6
4/26/2020,51710,Norfolk,Norfolk,179,34,3
4/26/2020,51720,Norton,Lenowisco,2,1,0
4/26/2020,51730,Petersburg,Crater,27,13,2
4/26/2020,51735,Poquoson,Peninsula,6,2,0
4/26/2020,51740,Portsmouth,Portsmouth,108,32,5
4/26/2020,51750,Radford,New River,3,0,0
4/26/2020,51760,Richmond City,Richmond,301,58,14
4/26/2020,51770,Roanoke City,Roanoke,33,5,0
4/26/2020,51775,Salem,Alleghany,9,0,0
4/26/2020,51790,Staunton,Central Shenandoah,10,0,0
4/26/2020,51800,Suffolk,Western Tidewater,147,31,5
4/26/2020,51810,Virginia Beach,Virginia Beach,345,72,10
4/26/2020,51820,Waynesboro,Central Shenandoah,10,1,0
4/26/2020,51830,Williamsburg,Peninsula,15,6,1
4/26/2020,51840,Winchester,Lord Fairfax,33,1,0
4/25/2020,51001,Accomack,Eastern Shore,146,17,3
4/25/2020,51003,Albemarle,Thomas Jefferson,73,13,3
4/25/2020,51005,Alleghany,Alleghany,5,4,0
4/25/2020,51007,Amelia,Piedmont,15,6,1
4/25/2020,51009,Amherst,Central Virginia,9,1,0
4/25/2020,51011,Appomattox,Central Virginia,12,0,0
4/25/2020,51013,Arlington,Arlington,764,139,29
4/25/2020,51015,Augusta,Central Shenandoah,36,2,1
4/25/2020,51017,Bath,Central Shenandoah,0,0,0
4/25/2020,51019,Bedford,Central Virginia,24,1,0
4/25/2020,51021,Bland,Mount Rogers,0,0,0
4/25/2020,51023,Botetourt,Alleghany,27,9,3
4/25/2020,51025,Brunswick,Southside,14,3,0
4/25/2020,51027,Buchanan,Cumberland Plateau,13,0,0
4/25/2020,51029,Buckingham,Piedmont,34,6,0
4/25/2020,51031,Campbell,Central Virginia,10,0,0
4/25/2020,51033,Caroline,Rappahannock,21,4,0
4/25/2020,51035,Carroll,Mount Rogers,3,1,0
4/25/2020,51036,Charles City,Chickahominy,12,5,1
4/25/2020,51037,Charlotte,Piedmont,7,1,0
4/25/2020,51041,Chesterfield,Chesterfield,440,39,18
4/25/2020,51043,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/243,Clarke,Lord Fairfax,7,1,0
4/21,0
4/243,efferson,7d Fairfax,7,1,0
4/21,0,efferson,7d Fairfax,7,1,0Fairfax,7,1,0
4/21,0,efferson,7dfax,7,1,0,1,0Fairfax,7,1rfax,7,1,0
4/21,0,effe020,51149,Prince George,Crater,304/21,0,eff/2020,51153,Prince William,Prince William,4/21,0,eff/
4/26/2020,51155,Pu2rke,Lord Fairfax,7,,0
4/26/2020,51157,RaLord Fairfax,7,1,0
ock Rapidan,2,0,0
47 Fa4er,9 Fairfax,7,1,0
ounty,Three Rivers,89,4,0
