County,Cases,Deaths,Recovered,Tests,Date,State,Abbr,FIPS
Barbour,7,1,4,584,2020-05-21,West Virginia,WV,54001
Berkeley,272,6,152,4314,2020-05-21,West Virginia,WV,54003
Boone,9,0,1,934,2020-05-21,West Virginia,WV,54005
Braxton,2,0,2,306,2020-05-21,West Virginia,WV,54007
Brooke,3,0,3,1008,2020-05-21,West Virginia,WV,54009
Cabell,61,0,51,6658,2020-05-21,West Virginia,WV,54011
Calhoun,2,0,1,645,2020-05-21,West Virginia,WV,54013
Clay,2,0,2,456,2020-05-21,West Virginia,WV,54015
Doddridge,0,0,0,276,2020-05-21,West Virginia,WV,54017
Fayette,44,3,17,2570,2020-05-21,West Virginia,WV,54019
Gilmer,9,0,9,269,2020-05-21,West Virginia,WV,54021
Grant,8,0,4,336,2020-05-21,West Virginia,WV,54023
Greenbrier,9,0,7,1703,2020-05-21,West Virginia,WV,54025
Hampshire,13,1,9,541,2020-05-21,West Virginia,WV,54027
Hancock,19,0,16,2800,2020-05-21,West Virginia,WV,54029
Hardy,35,0,9,690,2020-05-21,West Virginia,WV,54031
Harrison,40,1,20,3125,2020-05-21,West Virginia,WV,54033
Jackson,135,18,114,1151,2020-05-21,West Virginia,WV,54035
Jefferson,146,1,80,2752,2020-05-21,West Virginia,WV,54037
Kanawha,216,18,113,7173,2020-05-21,West Virginia,WV,54039
Lewis,5,1,4,669,2020-05-21,West Virginia,WV,54041
Lincoln,5,0,4,922,2020-05-21,West Virginia,WV,54043
Logan,16,1,12,1505,2020-05-21,West Virginia,WV,54045
Marion,48,2,43,2984,2020-05-21,West Virginia,WV,54049
Marshall,27,0,18,1782,2020-05-21,West Virginia,WV,54051
Mason,15,0,14,1014,2020-05-21,West Virginia,WV,54053
McDowell,6,0,5,841,2020-05-21,West Virginia,WV,54047
Mercer,13,0,10,2221,2020-05-21,West Virginia,WV,54055
Mineral,40,0,24,1097,2020-05-21,West Virginia,WV,54057
Mingo,5,1,2,605,2020-05-21,West Virginia,WV,54059
Monongalia,121,5,91,4835,2020-05-21,West Virginia,WV,54061
Monroe,8,0,6,507,2020-05-21,West Virginia,WV,54063
Morgan,17,0,15,555,2020-05-21,West Virginia,WV,54065
Nicholas,10,1,5,1061,2020-05-21,West Virginia,WV,54067
Ohio,38,1,35,4799,2020-05-21,West Virginia,WV,54069
Pendleton,8,0,3,537,2020-05-21,West Virginia,WV,54071
Pleasants,5,0,2,228,2020-05-21,West Virginia,WV,54073
Pocahontas,24,0,4,373,2020-05-21,West Virginia,WV,54075
Preston,23,0,10,1325,2020-05-21,West Virginia,WV,54077
Putnam,31,0,17,1138,2020-05-21,West Virginia,WV,54079
Raleigh,16,0,6,3319,2020-05-21,West Virginia,WV,54081
Randolph,28,0,4,1487,2020-05-21,West Virginia,WV,54083
Ritchie,1,0,0,287,2020-05-21,West Virginia,WV,54085
Roane,8,0,8,668,2020-05-21,West Virginia,WV,54087
Summers,3,0,1,448,2020-05-21,West Virginia,WV,54089
Taylor,8,0,8,1257,2020-05-21,West Virginia,WV,54091
Tucker,4,0,2,359,2020-05-21,West Virginia,WV,54093
Tyler,3,0,3,324,2020-05-21,West Virginia,WV,54095
Upshur,8,0,6,639,2020-05-21,West Virginia,WV,54097
Wayne,97,9,83,1722,2020-05-21,West Virginia,WV,54099
Webster,0,0,0,438,2020-05-21,West Virginia,WV,54101
Wetzel,8,0,7,498,2020-05-21,West Virginia,WV,54103
Wirt,4,0,3,128,2020-05-21,West Virginia,WV,54105
Wood,54,2,36,3044,2020-05-21,West Virginia,WV,54107
Wyoming,3,0,2,840,2020-05-21,West Virginia,WV,54109
Barbour,7,1,NA,NA,2020-05-20,West Virginia,WV,54001
Berkeley,251,6,NA,NA,2020-05-20,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-20,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-20,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-20,West Virginia,WV,54009
Cabell,56,0,NA,NA,2020-05-20,West Virginia,WV,54011
Calhoun,2,0,NA,NA,2020-05-20,West Virginia,WV,54013
Clay,2,0,NA,NA,2020-05-20,West Virginia,WV,54015
Fayette,39,3,NA,NA,2020-05-20,West Virginia,WV,54019
Gilmer,9,0,NA,NA,2020-05-20,West Virginia,WV,54021
Grant,6,0,NA,NA,2020-05-20,West Virginia,WV,54023
Greenbrier,9,0,NA,NA,2020-05-20,West Virginia,WV,54025
Hampshire,13,1,NA,NA,2020-05-20,West Virginia,WV,54027
Hancock,13,0,NA,NA,2020-05-20,West Virginia,WV,54029
Hardy,34,0,NA,NA,2020-05-20,West Virginia,WV,54031
Harrison,37,1,NA,NA,2020-05-20,West Virginia,WV,54033
Jackson,135,18,NA,NA,2020-05-20,West Virginia,WV,54035
Jefferson,132,1,NA,NA,2020-05-20,West Virginia,WV,54037
Kanawha,203,18,NA,NA,2020-05-20,West Virginia,WV,54039
Lewis,5,0,NA,NA,2020-05-20,West Virginia,WV,54041
Barbour,7,1,NA,NA,2020-05-19,West Virginia,WV,54001
Berkeley,245,6,NA,NA,2020-05-19,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-19,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-19,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-19,West Virginia,WV,54009
Cabell,55,0,NA,NA,2020-05-19,West Virginia,WV,54011
Calhoun,2,0,NA,NA,2020-05-19,West Virginia,WV,54013
Clay,2,0,NA,NA,2020-05-19,West Virginia,WV,54015
Fayette,39,3,NA,NA,2020-05-19,West Virginia,WV,54019
Gilmer,9,0,NA,NA,2020-05-19,West Virginia,WV,54021
Grant,6,0,NA,NA,2020-05-19,West Virginia,WV,54023
Greenbrier,9,0,NA,NA,2020-05-19,West Virginia,WV,54025
Hampshire,12,1,NA,NA,2020-05-19,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-19,West Virginia,WV,54029
Hardy,33,0,NA,NA,2020-05-19,West Virginia,WV,54031
Harrison,37,1,NA,NA,2020-05-19,West Virginia,WV,54033
Jackson,135,17,NA,NA,2020-05-19,West Virginia,WV,54035
Jefferson,115,1,NA,NA,2020-05-19,West Virginia,WV,54037
Kanawha,205,17,NA,NA,2020-05-19,West Virginia,WV,54039
Lewis,5,0,NA,NA,2020-05-19,West Virginia,WV,54041
Barbour,7,1,NA,NA,2020-05-18,West Virginia,WV,54001
Berkeley,223,6,NA,NA,2020-05-18,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-18,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-18,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-18,West Virginia,WV,54009
Cabell,55,0,NA,NA,2020-05-18,West Virginia,WV,54011
Calhoun,2,0,NA,NA,2020-05-18,West Virginia,WV,54013
Clay,2,0,NA,NA,2020-05-18,West Virginia,WV,54015
Fayette,38,3,NA,NA,2020-05-18,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-18,West Virginia,WV,54021
Grant,6,0,NA,NA,2020-05-18,West Virginia,WV,54023
Greenbrier,9,0,NA,NA,2020-05-18,West Virginia,WV,54025
Hampshire,12,1,NA,NA,2020-05-18,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-18,West Virginia,WV,54029
Hardy,32,0,NA,NA,2020-05-18,West Virginia,WV,54031
Harrison,36,1,NA,NA,2020-05-18,West Virginia,WV,54033
Jackson,135,17,NA,NA,2020-05-18,West Virginia,WV,54035
Jefferson,102,1,NA,NA,2020-05-18,West Virginia,WV,54037
Kanawha,203,16,NA,NA,2020-05-18,West Virginia,WV,54039
Lewis,5,0,NA,NA,2020-05-18,West Virginia,WV,54041
Barbour,7,1,NA,NA,2020-05-17,West Virginia,WV,54001
Berkeley,215,6,NA,NA,2020-05-17,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-17,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-17,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-17,West Virginia,WV,54009
Cabell,56,0,NA,NA,2020-05-17,West Virginia,WV,54011
Calhoun,2,0,NA,NA,2020-05-17,West Virginia,WV,54013
Clay,2,0,NA,NA,2020-05-17,West Virginia,WV,54015
Fayette,38,3,NA,NA,2020-05-17,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-17,West Virginia,WV,54021
Grant,6,0,NA,NA,2020-05-17,West Virginia,WV,54023
Greenbrier,9,0,NA,NA,2020-05-17,West Virginia,WV,54025
Hampshire,12,1,NA,NA,2020-05-17,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-17,West Virginia,WV,54029
Hardy,31,0,NA,NA,2020-05-17,West Virginia,WV,54031
Harrison,35,1,NA,NA,2020-05-17,West Virginia,WV,54033
Jackson,135,17,NA,NA,2020-05-17,West Virginia,WV,54035
Jefferson,101,1,NA,NA,2020-05-17,West Virginia,WV,54037
Kanawha,203,16,NA,NA,2020-05-17,West Virginia,WV,54039
Lewis,5,0,NA,NA,2020-05-17,West Virginia,WV,54041
Barbour,7,1,NA,NA,2020-05-16,West Virginia,WV,54001
Berkeley,210,6,NA,NA,2020-05-16,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-16,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-16,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-16,West Virginia,WV,54009
Cabell,56,0,NA,NA,2020-05-16,West Virginia,WV,54011
Calhoun,2,0,NA,NA,2020-05-16,West Virginia,WV,54013
Clay,2,0,NA,NA,2020-05-16,West Virginia,WV,54015
Fayette,38,3,NA,NA,2020-05-16,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-16,West Virginia,WV,54021
Grant,6,0,NA,NA,2020-05-16,West Virginia,WV,54023
Greenbrier,9,0,NA,NA,2020-05-16,West Virginia,WV,54025
Hampshire,12,1,NA,NA,2020-05-16,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-16,West Virginia,WV,54029
Hardy,25,0,NA,NA,2020-05-16,West Virginia,WV,54031
Harrison,35,1,NA,NA,2020-05-16,West Virginia,WV,54033
Jackson,136,17,NA,NA,2020-05-16,West Virginia,WV,54035
Jefferson,100,1,NA,NA,2020-05-16,West Virginia,WV,54037
Kanawha,206,15,NA,NA,2020-05-16,West Virginia,WV,54039
Lewis,5,0,NA,NA,2020-05-16,West Virginia,WV,54041
Barbour,7,1,NA,NA,2020-05-15,West Virginia,WV,54001
Berkeley,205,6,NA,NA,2020-05-15,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-15,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-15,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-15,West Virginia,WV,54009
Cabell,55,0,NA,NA,2020-05-15,West Virginia,WV,54011
Clay,2,0,NA,NA,2020-05-15,West Virginia,WV,54015
Fayette,38,0,NA,NA,2020-05-15,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-15,West Virginia,WV,54021
Grant,6,0,NA,NA,2020-05-15,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-15,West Virginia,WV,54025
Hampshire,12,1,NA,NA,2020-05-15,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-15,West Virginia,WV,54029
Hardy,25,0,NA,NA,2020-05-15,West Virginia,WV,54031
Harrison,35,1,NA,NA,2020-05-15,West Virginia,WV,54033
Jackson,136,17,NA,NA,2020-05-15,West Virginia,WV,54035
Jefferson,97,1,NA,NA,2020-05-15,West Virginia,WV,54037
Kanawha,203,15,NA,NA,2020-05-15,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-15,West Virginia,WV,54041
Lincoln,5,0,NA,NA,2020-05-15,West Virginia,WV,54043
Barbour,7,1,NA,NA,2020-05-14,West Virginia,WV,54001
Berkeley,202,6,NA,NA,2020-05-14,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-14,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-14,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-14,West Virginia,WV,54009
Cabell,55,0,NA,NA,2020-05-14,West Virginia,WV,54011
Clay,2,0,NA,NA,2020-05-14,West Virginia,WV,54015
Fayette,36,0,NA,NA,2020-05-14,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-14,West Virginia,WV,54021
Grant,6,0,NA,NA,2020-05-14,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-14,West Virginia,WV,54025
Hampshire,11,1,NA,NA,2020-05-14,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-14,West Virginia,WV,54029
Hardy,25,0,NA,NA,2020-05-14,West Virginia,WV,54031
Harrison,34,1,NA,NA,2020-05-14,West Virginia,WV,54033
Jackson,137,17,NA,NA,2020-05-14,West Virginia,WV,54035
Jefferson,97,1,NA,NA,2020-05-14,West Virginia,WV,54037
Kanawha,202,14,NA,NA,2020-05-14,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-14,West Virginia,WV,54041
Lincoln,5,0,NA,NA,2020-05-14,West Virginia,WV,54043
Barbour,7,1,NA,NA,2020-05-13,West Virginia,WV,54001
Berkeley,200,6,NA,NA,2020-05-13,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-13,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-13,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-13,West Virginia,WV,54009
Cabell,53,0,NA,NA,2020-05-13,West Virginia,WV,54011
Clay,2,0,NA,NA,2020-05-13,West Virginia,WV,54015
Fayette,36,0,NA,NA,2020-05-13,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-13,West Virginia,WV,54021
Grant,6,0,NA,NA,2020-05-13,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-13,West Virginia,WV,54025
Hampshire,10,1,NA,NA,2020-05-13,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-13,West Virginia,WV,54029
Hardy,25,0,NA,NA,2020-05-13,West Virginia,WV,54031
Harrison,34,1,NA,NA,2020-05-13,West Virginia,WV,54033
Jackson,137,17,NA,NA,2020-05-13,West Virginia,WV,54035
Jefferson,95,1,NA,NA,2020-05-13,West Virginia,WV,54037
Kanawha,198,13,NA,NA,2020-05-13,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-13,West Virginia,WV,54041
Lincoln,5,0,NA,NA,2020-05-13,West Virginia,WV,54043
Barbour,7,1,NA,NA,2020-05-12,West Virginia,WV,54001
Berkeley,197,6,NA,NA,2020-05-12,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-12,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-12,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-12,West Virginia,WV,54009
Cabell,53,0,NA,NA,2020-05-12,West Virginia,WV,54011
Clay,2,0,NA,NA,2020-05-12,West Virginia,WV,54015
Fayette,34,0,NA,NA,2020-05-12,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-12,West Virginia,WV,54021
Grant,5,0,NA,NA,2020-05-12,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-12,West Virginia,WV,54025
Hampshire,10,1,NA,NA,2020-05-12,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-12,West Virginia,WV,54029
Hardy,20,0,NA,NA,2020-05-12,West Virginia,WV,54031
Harrison,34,1,NA,NA,2020-05-12,West Virginia,WV,54033
Jackson,136,16,NA,NA,2020-05-12,West Virginia,WV,54035
Jefferson,91,1,NA,NA,2020-05-12,West Virginia,WV,54037
Kanawha,189,12,NA,NA,2020-05-12,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-12,West Virginia,WV,54041
Lincoln,5,0,NA,NA,2020-05-12,West Virginia,WV,54043
Barbour,7,1,NA,NA,2020-05-11,West Virginia,WV,54001
Berkeley,191,5,NA,NA,2020-05-11,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-11,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-11,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-11,West Virginia,WV,54009
Cabell,53,0,NA,NA,2020-05-11,West Virginia,WV,54011
Clay,2,0,NA,NA,2020-05-11,West Virginia,WV,54015
Fayette,34,0,NA,NA,2020-05-11,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-11,West Virginia,WV,54021
Grant,3,0,NA,NA,2020-05-11,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-11,West Virginia,WV,54025
Hampshire,9,1,NA,NA,2020-05-11,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-11,West Virginia,WV,54029
Hardy,17,0,NA,NA,2020-05-11,West Virginia,WV,54031
Harrison,34,1,NA,NA,2020-05-11,West Virginia,WV,54033
Jackson,136,16,NA,NA,2020-05-11,West Virginia,WV,54035
Jefferson,88,1,NA,NA,2020-05-11,West Virginia,WV,54037
Kanawha,186,12,NA,NA,2020-05-11,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-11,West Virginia,WV,54041
Lincoln,5,0,NA,NA,2020-05-11,West Virginia,WV,54043
Barbour,7,1,NA,NA,2020-05-10,West Virginia,WV,54001
Berkeley,191,5,NA,NA,2020-05-10,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-10,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-10,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-10,West Virginia,WV,54009
Cabell,53,0,NA,NA,2020-05-10,West Virginia,WV,54011
Clay,2,0,NA,NA,2020-05-10,West Virginia,WV,54015
Fayette,34,0,NA,NA,2020-05-10,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-10,West Virginia,WV,54021
Grant,3,0,NA,NA,2020-05-10,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-10,West Virginia,WV,54025
Hampshire,9,1,NA,NA,2020-05-10,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-10,West Virginia,WV,54029
Hardy,17,0,NA,NA,2020-05-10,West Virginia,WV,54031
Harrison,34,1,NA,NA,2020-05-10,West Virginia,WV,54033
Jackson,136,16,NA,NA,2020-05-10,West Virginia,WV,54035
Jefferson,88,1,NA,NA,2020-05-10,West Virginia,WV,54037
Kanawha,186,12,NA,NA,2020-05-10,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-10,West Virginia,WV,54041
Lincoln,5,0,NA,NA,2020-05-10,West Virginia,WV,54043
Barbour,7,1,NA,NA,2020-05-09,West Virginia,WV,54001
Berkeley,189,5,NA,NA,2020-05-09,West Virginia,WV,54003
Boone,9,0,NA,NA,2020-05-09,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-09,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-09,West Virginia,WV,54009
Cabell,52,0,NA,NA,2020-05-09,West Virginia,WV,54011
Clay,2,0,NA,NA,2020-05-09,West Virginia,WV,54015
Fayette,35,0,NA,NA,2020-05-09,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-09,West Virginia,WV,54021
Grant,3,0,NA,NA,2020-05-09,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-09,West Virginia,WV,54025
Hampshire,9,1,NA,NA,2020-05-09,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-09,West Virginia,WV,54029
Hardy,16,0,NA,NA,2020-05-09,West Virginia,WV,54031
Harrison,33,1,NA,NA,2020-05-09,West Virginia,WV,54033
Jackson,136,15,NA,NA,2020-05-09,West Virginia,WV,54035
Jefferson,88,1,NA,NA,2020-05-09,West Virginia,WV,54037
Kanawha,183,11,NA,NA,2020-05-09,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-09,West Virginia,WV,54041
Lincoln,5,0,NA,NA,2020-05-09,West Virginia,WV,54043
Barbour,7,1,NA,NA,2020-05-08,West Virginia,WV,54001
Berkeley,186,4,NA,NA,2020-05-08,West Virginia,WV,54003
Boone,8,0,NA,NA,2020-05-08,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-08,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-08,West Virginia,WV,54009
Cabell,48,0,NA,NA,2020-05-08,West Virginia,WV,54011
Clay,2,0,NA,NA,2020-05-08,West Virginia,WV,54015
Fayette,32,0,NA,NA,2020-05-08,West Virginia,WV,54019
Gilmer,8,0,NA,NA,2020-05-08,West Virginia,WV,54021
Grant,3,0,NA,NA,2020-05-08,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-08,West Virginia,WV,54025
Hampshire,8,1,NA,NA,2020-05-08,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-08,West Virginia,WV,54029
Hardy,16,0,NA,NA,2020-05-08,West Virginia,WV,54031
Harrison,33,1,NA,NA,2020-05-08,West Virginia,WV,54033
Jackson,136,15,NA,NA,2020-05-08,West Virginia,WV,54035
Jefferson,87,1,NA,NA,2020-05-08,West Virginia,WV,54037
Kanawha,181,11,NA,NA,2020-05-08,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-08,West Virginia,WV,54041
Lincoln,5,0,NA,NA,2020-05-08,West Virginia,WV,54043
Barbour,7,1,NA,NA,2020-05-07,West Virginia,WV,54001
Berkeley,184,4,NA,NA,2020-05-07,West Virginia,WV,54003
Boone,8,0,NA,NA,2020-05-07,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-07,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-07,West Virginia,WV,54009
Cabell,48,0,NA,NA,2020-05-07,West Virginia,WV,54011
Clay,2,0,NA,NA,2020-05-07,West Virginia,WV,54015
Fayette,30,0,NA,NA,2020-05-07,West Virginia,WV,54019
Gilmer,4,0,NA,NA,2020-05-07,West Virginia,WV,54021
Grant,3,0,NA,NA,2020-05-07,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-07,West Virginia,WV,54025
Hampshire,8,1,NA,NA,2020-05-07,West Virginia,WV,54027
Hancock,12,0,NA,NA,2020-05-07,West Virginia,WV,54029
Hardy,15,0,NA,NA,2020-05-07,West Virginia,WV,54031
Harrison,33,1,NA,NA,2020-05-07,West Virginia,WV,54033
Jackson,136,15,NA,NA,2020-05-07,West Virginia,WV,54035
Jefferson,87,1,NA,NA,2020-05-07,West Virginia,WV,54037
Kanawha,180,10,NA,NA,2020-05-07,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-07,West Virginia,WV,54041
Lincoln,4,0,NA,NA,2020-05-07,West Virginia,WV,54043
Barbour,6,1,NA,NA,2020-05-06,West Virginia,WV,54001
Berkeley,177,3,NA,NA,2020-05-06,West Virginia,WV,54003
Boone,6,0,NA,NA,2020-05-06,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-06,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-06,West Virginia,WV,54009
Cabell,48,0,NA,NA,2020-05-06,West Virginia,WV,54011
Clay,1,0,NA,NA,2020-05-06,West Virginia,WV,54015
Fayette,27,0,NA,NA,2020-05-06,West Virginia,WV,54019
Gilmer,4,0,NA,NA,2020-05-06,West Virginia,WV,54021
Grant,3,0,NA,NA,2020-05-06,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-06,West Virginia,WV,54025
Hampshire,8,1,NA,NA,2020-05-06,West Virginia,WV,54027
Hancock,11,0,NA,NA,2020-05-06,West Virginia,WV,54029
Hardy,12,0,NA,NA,2020-05-06,West Virginia,WV,54031
Harrison,34,1,NA,NA,2020-05-06,West Virginia,WV,54033
Jackson,136,15,NA,NA,2020-05-06,West Virginia,WV,54035
Jefferson,85,1,NA,NA,2020-05-06,West Virginia,WV,54037
Kanawha,175,10,NA,NA,2020-05-06,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-06,West Virginia,WV,54041
Lincoln,3,0,NA,NA,2020-05-06,West Virginia,WV,54043
Barbour,6,1,NA,NA,2020-05-05,West Virginia,WV,54001
Berkeley,171,3,NA,NA,2020-05-05,West Virginia,WV,54003
Boone,6,0,NA,NA,2020-05-05,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-05,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-05,West Virginia,WV,54009
Cabell,47,0,NA,NA,2020-05-05,West Virginia,WV,54011
Clay,1,0,NA,NA,2020-05-05,West Virginia,WV,54015
Fayette,27,0,NA,NA,2020-05-05,West Virginia,WV,54019
Gilmer,3,0,NA,NA,2020-05-05,West Virginia,WV,54021
Grant,3,0,NA,NA,2020-05-05,West Virginia,WV,54023
Greenbrier,8,0,NA,NA,2020-05-05,West Virginia,WV,54025
Hampshire,8,1,NA,NA,2020-05-05,West Virginia,WV,54027
Hancock,11,0,NA,NA,2020-05-05,West Virginia,WV,54029
Hardy,11,0,NA,NA,2020-05-05,West Virginia,WV,54031
Harrison,32,1,NA,NA,2020-05-05,West Virginia,WV,54033
Jackson,136,15,NA,NA,2020-05-05,West Virginia,WV,54035
Jefferson,84,1,NA,NA,2020-05-05,West Virginia,WV,54037
Kanawha,172,10,NA,NA,2020-05-05,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-05,West Virginia,WV,54041
Lincoln,3,0,NA,NA,2020-05-05,West Virginia,WV,54043
Barbour,6,1,NA,NA,2020-05-04,West Virginia,WV,54001
Berkeley,166,2,NA,NA,2020-05-04,West Virginia,WV,54003
Boone,6,0,NA,NA,2020-05-04,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-04,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-04,West Virginia,WV,54009
Cabell,44,0,NA,NA,2020-05-04,West Virginia,WV,54011
Fayette,20,0,NA,NA,2020-05-04,West Virginia,WV,54019
Gilmer,3,0,NA,NA,2020-05-04,West Virginia,WV,54021
Grant,3,0,NA,NA,2020-05-04,West Virginia,WV,54023
Greenbrier,7,0,NA,NA,2020-05-04,West Virginia,WV,54025
Hampshire,8,1,NA,NA,2020-05-04,West Virginia,WV,54027
Hancock,11,0,NA,NA,2020-05-04,West Virginia,WV,54029
Hardy,9,0,NA,NA,2020-05-04,West Virginia,WV,54031
Harrison,31,1,NA,NA,2020-05-04,West Virginia,WV,54033
Jackson,134,15,NA,NA,2020-05-04,West Virginia,WV,54035
Jefferson,83,1,NA,NA,2020-05-04,West Virginia,WV,54037
Kanawha,170,10,NA,NA,2020-05-04,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-04,West Virginia,WV,54041
Lincoln,2,0,NA,NA,2020-05-04,West Virginia,WV,54043
Logan,14,1,NA,NA,2020-05-04,West Virginia,WV,54045
Barbour,5,1,NA,NA,2020-05-03,West Virginia,WV,54001
Berkeley,166,2,NA,NA,2020-05-03,West Virginia,WV,54003
Boone,6,0,NA,NA,2020-05-03,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-03,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-03,West Virginia,WV,54009
Cabell,44,0,NA,NA,2020-05-03,West Virginia,WV,54011
Fayette,16,0,NA,NA,2020-05-03,West Virginia,WV,54019
Gilmer,3,0,NA,NA,2020-05-03,West Virginia,WV,54021
Grant,3,0,NA,NA,2020-05-03,West Virginia,WV,54023
Greenbrier,7,0,NA,NA,2020-05-03,West Virginia,WV,54025
Hampshire,8,1,NA,NA,2020-05-03,West Virginia,WV,54027
Hancock,11,0,NA,NA,2020-05-03,West Virginia,WV,54029
Hardy,9,0,NA,NA,2020-05-03,West Virginia,WV,54031
Harrison,31,1,NA,NA,2020-05-03,West Virginia,WV,54033
Jackson,135,15,NA,NA,2020-05-03,West Virginia,WV,54035
